"","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Assembly"
"1576","DCFR01000086.1_41","-","TIGR03625","TIGR03625",1.2e-83,276.9,7.8,1.4e-83,276.7,7.8,1,1,0,0,1,1,1,1,"DCFR"
"1590","DCFU01000005.1_87","-","TIGR03625","TIGR03625",8.3e-87,287.7,6.8,9.4e-87,287.6,6.8,1,1,0,0,1,1,1,1,"DCFU"
"1604","DCFY01000004.1_8","-","TIGR03625","TIGR03625",1.3e-86,285.8,7.9,1.5e-86,285.6,7.9,1,1,0,0,1,1,1,1,"DCFY"
"1672","DCGL01000010.1_33","-","TIGR03625","TIGR03625",1.8e-87,289.2,8.2,2.1e-87,289,8.2,1,1,0,0,1,1,1,1,"DCGL"
"1735","DCGS01000012.1_5","-","TIGR03625","TIGR03625",9.9e-88,289.7,2.5,1.1e-87,289.5,2.5,1,1,0,0,1,1,1,1,"DCGS"
"1749","DCGT01000022.1_17","-","TIGR03625","TIGR03625",8.6e-87,286.3,3,9.7e-87,286.1,3,1,1,0,0,1,1,1,1,"DCGT"
"1763","DCGU01000002.1_44","-","TIGR03625","TIGR03625",4.3e-86,284.6,5.6,4.9e-86,284.4,5.6,1,1,0,0,1,1,1,1,"DCGU"
"1777","DCGW01000070.1_39","-","TIGR03625","TIGR03625",1.3e-78,259.8,3.6,1.5e-78,259.6,3.6,1,1,0,0,1,1,1,1,"DCGW"
"1824","DCHD01000004.1_49","-","TIGR03625","TIGR03625",2.2e-74,246.2,3.3,2.6e-74,246,3.3,1,1,0,0,1,1,1,1,"DCHD"
"1843","DCHF01000001.1_115","-","TIGR03625","TIGR03625",1.2e-81,270.7,5.7,1.3e-81,270.5,5.7,1,1,0,0,1,1,1,1,"DCHF"
"1885","DCHM01000028.1_40","-","TIGR03625","TIGR03625",4e-85,281.1,4.2,4.5e-85,280.9,4.2,1,1,0,0,1,1,1,1,"DCHM"
"1899","DCHO01000004.1_60","-","TIGR03625","TIGR03625",2.6e-83,276,2.3,2.9e-83,275.8,2.3,1,1,0,0,1,1,1,1,"DCHO"
"1919","DCHU01000026.1_60","-","TIGR03625","TIGR03625",3.3e-69,229.2,4.8,3.8e-69,229,4.8,1,1,0,0,1,1,1,1,"DCHU"
"1933","DCHW01000016.1_13","-","TIGR03625","TIGR03625",6.7e-88,290.3,7.1,7.5e-88,290.2,7.1,1,1,0,0,1,1,1,1,"DCHW"
"1947","DCHX01000021.1_30","-","TIGR03625","TIGR03625",2.2e-89,294.7,5,2.5e-89,294.5,5,1,1,0,0,1,1,1,1,"DCHX"
"1961","DCHY01000029.1_29","-","TIGR03625","TIGR03625",3.3e-86,284.2,4.6,3.7e-86,284.1,4.6,1,1,0,0,1,1,1,1,"DCHY"
"1975","DCHZ01000023.1_3","-","TIGR03625","TIGR03625",1.5e-79,262.9,3.8,1.7e-79,262.7,3.8,1,1,0,0,1,1,1,1,"DCHZ"
"1989","DCIA01000008.1_32","-","TIGR03625","TIGR03625",1.7e-87,288.6,4.6,1.9e-87,288.5,4.6,1,1,0,0,1,1,1,1,"DCIA"
"2003","DCIE01000019.1_80","-","TIGR03625","TIGR03625",4.1e-89,294.5,5.6,4.7e-89,294.3,5.6,1,1,0,0,1,1,1,1,"DCIE"
"2017","DCII01000054.1_53","-","TIGR03625","TIGR03625",4.1e-87,287.9,5.5,4.6e-87,287.8,5.5,1,1,0,0,1,1,1,1,"DCII"
"2032","DCIK01000020.1_16","-","TIGR03625","TIGR03625",6.4e-84,277.3,9.6,8.4e-84,276.9,9.6,1.1,1,0,0,1,1,1,1,"DCIK"
"2049","DCIT01000054.1_11","-","TIGR03625","TIGR03625",1.3e-67,223.3,6.7,1.3e-67,223.3,6.7,1.4,2,0,0,2,2,1,1,"DCIT"
"2063","DCJA01000033.1_38","-","TIGR03625","TIGR03625",4.4e-81,268.3,13.3,2.6e-79,262.5,13.3,2,1,1,0,1,1,1,1,"DCJA"
"2077","DCJD01000010.1_26","-","TIGR03625","TIGR03625",1.3e-76,252.5,6.9,1.3e-76,252.5,6.9,1.8,2,0,0,2,2,1,1,"DCJD"
"2104","DCJJ01000161.1_49","-","TIGR03625","TIGR03625",1.4e-80,266.5,6,1.6e-80,266.3,6,1,1,0,0,1,1,1,1,"DCJJ"
"2118","DCJK01000014.1_32","-","TIGR03625","TIGR03625",1.4e-78,260.3,10.5,1.6e-78,260.1,10.5,1,1,0,0,1,1,1,1,"DCJK"
"2132","DCJL01000017.1_32","-","TIGR03625","TIGR03625",9.1e-85,280.3,7.8,1.1e-84,280.1,7.8,1,1,0,0,1,1,1,1,"DCJL"
"2146","DCJQ01000035.1_83","-","TIGR03625","TIGR03625",4.4e-82,271.5,5.8,4.9e-82,271.3,5.8,1,1,0,0,1,1,1,1,"DCJQ"
"2160","DCJV01000099.1_10","-","TIGR03625","TIGR03625",4.8e-89,294.4,2.8,5.4e-89,294.2,2.8,1,1,0,0,1,1,1,1,"DCJV"
"2174","DCKB01000051.1_12","-","TIGR03625","TIGR03625",1.3e-85,283.4,3.8,1.4e-85,283.3,3.8,1,1,0,0,1,1,1,1,"DCKB"
"2188","DCKD01000040.1_16","-","TIGR03625","TIGR03625",7e-84,278,12.2,3.8e-61,203.8,5.5,2,1,1,1,2,2,1,1,"DCKD"
"2202","DCLI01000015.1_35","-","TIGR03625","TIGR03625",1.9e-90,300.1,6,2.2e-90,300,6,1,1,0,0,1,1,1,1,"DCLI"
"2216","DCLJ01000103.1_32","-","TIGR03625","TIGR03625",2.4e-85,283.6,5.3,2.7e-85,283.5,5.3,1,1,0,0,1,1,1,1,"DCLJ"
"2230","DCMK01000017.1_15","-","TIGR03625","TIGR03625",9.2e-68,224.3,5.5,1.1e-67,224,5.5,1.1,1,0,0,1,1,1,1,"DCMK"
"2247","DCPV01000068.1_45","-","TIGR03625","TIGR03625",3.1e-81,269.5,12,3.5e-81,269.3,12,1,1,0,0,1,1,1,1,"DCPV"
"2268","DCTF01000157.1_6","-","TIGR03625","TIGR03625",6.3e-87,287.2,5,7.1e-87,287.1,5,1,1,0,0,1,1,1,1,"DCTF"
"2289","DCTH01000201.1_22","-","TIGR03625","TIGR03625",2e-85,282.9,5,2.2e-85,282.7,5,1,1,0,0,1,1,1,1,"DCTH"
"2349","DCTV01000067.1_10","-","TIGR03625","TIGR03625",6.3e-89,293.6,3.3,7.1e-89,293.4,3.3,1,1,0,0,1,1,1,1,"DCTV"
"2376","DCTZ01000005.1_49","-","TIGR03625","TIGR03625",6.5e-79,260.8,7,7.4e-79,260.6,7,1,1,0,0,1,1,1,1,"DCTZ"
"2390","DCUA01000226.1_30","-","TIGR03625","TIGR03625",1e-79,264.1,3.4,1.2e-79,263.9,3.4,1,1,0,0,1,1,1,1,"DCUA"
"2404","DCUB01000012.1_78","-","TIGR03625","TIGR03625",5.4e-87,287.6,2.2,6.1e-87,287.5,2.2,1,1,0,0,1,1,1,1,"DCUB"
"2418","DCUC01000061.1_32","-","TIGR03625","TIGR03625",3.3e-77,254.8,4.1,4e-77,254.6,4.1,1.1,1,0,0,1,1,1,1,"DCUC"
"2439","DCYG01000034.1_5","-","TIGR03625","TIGR03625",3.9e-82,272.6,14.8,4.3e-82,272.4,14.8,1,1,0,0,1,1,1,1,"DCYG"
"2465","DCZJ01000201.1_30","-","TIGR03625","TIGR03625",3e-86,285.1,7,3.4e-86,285,7,1,1,0,0,1,1,1,1,"DCZJ"
"2482","DDAM01000005.1_68","-","TIGR03625","TIGR03625",3.1e-80,266.2,12,3.4e-80,266,12,1,1,0,0,1,1,1,1,"DDAM"
"2496","DDBQ01000080.1_2","-","TIGR03625","TIGR03625",9.4e-90,297.5,6.7,1.1e-89,297.3,6.7,1,1,0,0,1,1,1,1,"DDBQ"
"2535","DDJI01000108.1_57","-","TIGR03625","TIGR03625",3.9e-89,294.4,3.1,4.4e-89,294.3,3.1,1,1,0,0,1,1,1,1,"DDJI"
"2549","DDKM01000081.1_2","-","TIGR03625","TIGR03625",5.3e-87,288,3.6,6e-87,287.8,3.6,1,1,0,0,1,1,1,1,"DDKM"
"2579","DDLY01000087.1_7","-","TIGR03625","TIGR03625",2.4e-86,285.3,0.1,2.7e-86,285.2,0.1,1,1,0,0,1,1,1,1,"DDLY"
"2593","DDMB01000055.1_24","-","TIGR03625","TIGR03625",2.5e-86,285.3,0.1,2.9e-86,285.2,0.1,1,1,0,0,1,1,1,1,"DDMB"
"2608","DDNC01000025.1_19","-","TIGR03625","TIGR03625",1e-82,274.4,13.8,1.1e-82,274.2,13.8,1,1,0,0,1,1,1,1,"DDNC"
"2624","DDOV01000031.1_2","-","TIGR03625","TIGR03625",2.5e-82,273.6,9.3,2.8e-82,273.4,9.3,1,1,0,0,1,1,1,1,"DDOV"
"2653","DDQW01000031.1_32","-","TIGR03625","TIGR03625",6.3e-90,298.1,4.9,7.1e-90,298,4.9,1,1,0,0,1,1,1,1,"DDQW"
"2670","DDWA01000026.1_59","-","TIGR03625","TIGR03625",9.6e-86,283.1,8.3,1.1e-85,282.9,8.3,1,1,0,0,1,1,1,1,"DDWA"
"2684","DDWC01000188.1_5","-","TIGR03625","TIGR03625",4.1e-83,275.3,2.6,4.7e-83,275.1,2.6,1,1,0,0,1,1,1,1,"DDWC"
"2715","DDXD01000206.1_14","-","TIGR03625","TIGR03625",2.2e-82,272.5,2.3,2.5e-82,272.4,2.3,1,1,0,0,1,1,1,1,"DDXD"
"2729","DDXI01000093.1_42","-","TIGR03625","TIGR03625",6.7e-83,274.5,3.6,7.5e-83,274.4,3.6,1,1,0,0,1,1,1,1,"DDXI"
"2743","DDXL01000046.1_61","-","TIGR03625","TIGR03625",4.4e-88,291.1,9.5,4.9e-88,291,9.5,1,1,0,0,1,1,1,1,"DDXL"
"2757","DDYG01000081.1_66","-","TIGR03625","TIGR03625",2.4e-86,286.2,10.4,2.7e-86,286,10.4,1,1,0,0,1,1,1,1,"DDYG"
"2772","DDYT01000030.1_53","-","TIGR03625","TIGR03625",1.1e-69,231.2,10.5,1.3e-69,231,10.5,1,1,0,0,1,1,1,1,"DDYT"
"2797","DEBX01000062.1_59","-","TIGR03625","TIGR03625",1e-91,303.6,5.6,1.1e-91,303.4,5.6,1,1,0,0,1,1,1,1,"DEBX"
"2811","DEBY01000001.1_39","-","TIGR03625","TIGR03625",1.8e-89,295.6,2.8,2e-89,295.5,2.8,1,1,0,0,1,1,1,1,"DEBY"
"2825","DEBZ01000014.1_4","-","TIGR03625","TIGR03625",6.2e-87,288.2,0.7,7e-87,288,0.7,1,1,0,0,1,1,1,1,"DEBZ"
"2886","DECK01000160.1_3","-","TIGR03625","TIGR03625",6.5e-78,258.2,10.5,1.7e-76,253.6,10.5,2,1,1,0,1,1,1,1,"DECK"
"2900","DECU01000017.1_6","-","TIGR03625","TIGR03625",8.5e-83,273.5,6.4,1.1e-82,273.1,6.4,1.1,1,0,0,1,1,1,1,"DECU"
"2914","DECV01000042.1_78","-","TIGR03625","TIGR03625",1.8e-88,292.3,2.2,2.1e-88,292.1,2.2,1,1,0,0,1,1,1,1,"DECV"
"2928","DECX01000004.1_27","-","TIGR03625","TIGR03625",8.9e-86,282.7,5.8,1.1e-85,282.4,5.8,1.1,1,0,0,1,1,1,1,"DECX"
"2942","DEDB01000037.1_21","-","TIGR03625","TIGR03625",1.9e-83,275.9,1.8,2.1e-83,275.8,1.8,1,1,0,0,1,1,1,1,"DEDB"
"2971","DEDH01000043.1_49","-","TIGR03625","TIGR03625",1.5e-80,266.5,6,1.7e-80,266.3,6,1,1,0,0,1,1,1,1,"DEDH"
"3018","DEDK01000133.1_15","-","TIGR03625","TIGR03625",6.7e-86,284.5,3.5,7.6e-86,284.4,3.5,1,1,0,0,1,1,1,1,"DEDK"
"3033","DEDL01000031.1_35","-","TIGR03625","TIGR03625",1.7e-89,295.8,5,1.9e-89,295.6,5,1,1,0,0,1,1,1,1,"DEDL"
"3048","DEDM01000022.1_49","-","TIGR03625","TIGR03625",3.6e-78,259.3,11.8,1.3e-76,254.2,11.8,2,1,1,0,1,1,1,1,"DEDM"
"3088","DEDT01000016.1_50","-","TIGR03625","TIGR03625",4e-86,285,4.7,4.5e-86,284.9,4.7,1,1,0,0,1,1,1,1,"DEDT"
"3102","DEDU01000078.1_36","-","TIGR03625","TIGR03625",1.4e-71,237.1,10.1,2.1e-70,233.2,10.1,1.9,1,1,0,1,1,1,1,"DEDU"
"3129","DEDX01000048.1_78","-","TIGR03625","TIGR03625",1.9e-88,292.3,2.2,2.1e-88,292.1,2.2,1,1,0,0,1,1,1,1,"DEDX"
"3143","DEDZ01000040.1_25","-","TIGR03625","TIGR03625",6.4e-74,244.9,8.4,2.6e-73,242.9,8.4,1.7,1,1,0,1,1,1,1,"DEDZ"
"3157","DEEC01000030.1_7","-","TIGR03625","TIGR03625",2e-81,269,7.8,4.2e-79,261.4,7.8,2,1,1,0,1,1,1,1,"DEEC"
"3171","DEED01000066.1_60","-","TIGR03625","TIGR03625",6.6e-82,271.2,10.1,2.8e-80,265.9,10.1,2,1,1,0,1,1,1,1,"DEED"
"3186","DEEE01000042.1_45","-","TIGR03625","TIGR03625",1.4e-81,270.2,12.9,8.7e-80,264.4,12.9,2,1,1,0,1,1,1,1,"DEEE"
"3214","DEEI01000032.1_96","-","TIGR03625","TIGR03625",3.8e-82,272.2,11.3,1.6e-79,263.5,11.3,2,1,1,0,1,1,1,1,"DEEI"
"3228","DEEJ01000054.1_126","-","TIGR03625","TIGR03625",1.2e-70,234.5,6.2,1.2e-70,234.5,6.2,1.3,2,0,0,2,2,1,1,"DEEJ"
"3242","DEEK01000088.1_29","-","TIGR03625","TIGR03625",3.5e-83,275.1,4.6,4e-83,274.9,4.6,1,1,0,0,1,1,1,1,"DEEK"
"3256","DEEP01000020.1_7","-","TIGR03625","TIGR03625",8.1e-83,273.5,6.4,1e-82,273.1,6.4,1.1,1,0,0,1,1,1,1,"DEEP"
"3304","DEFA01000034.1_37","-","TIGR03625","TIGR03625",1.9e-77,257.1,11.8,6.8e-76,252,11.8,2,1,1,0,1,1,1,1,"DEFA"
"3332","DEFE01000044.1_66","-","TIGR03625","TIGR03625",8.2e-86,284,6.3,9.2e-86,283.8,6.3,1,1,0,0,1,1,1,1,"DEFE"
"3364","DEFK01000015.1_186","-","TIGR03625","TIGR03625",3.1e-87,288.4,6.6,3.4e-87,288.3,6.6,1,1,0,0,1,1,1,1,"DEFK"
"3378","DEFL01000035.1_54","-","TIGR03625","TIGR03625",6.6e-87,288.2,0.7,7.5e-87,288,0.7,1,1,0,0,1,1,1,1,"DEFL"
"3392","DEFN01000072.1_77","-","TIGR03625","TIGR03625",2.4e-87,288.5,5.7,2.8e-87,288.3,5.7,1,1,0,0,1,1,1,1,"DEFN"
"3418","DEFR01000023.1_70","-","TIGR03625","TIGR03625",7.5e-83,273.5,6.4,9.5e-83,273.1,6.4,1.1,1,0,0,1,1,1,1,"DEFR"
"3432","DEFV01000011.1_3","-","TIGR03625","TIGR03625",2.1e-84,279.2,2.1,2.4e-84,279,2.1,1,1,0,0,1,1,1,1,"DEFV"
"3476","DEGF01000102.1_15","-","TIGR03625","TIGR03625",3.3e-84,278.7,4,3.8e-84,278.5,4,1,1,0,0,1,1,1,1,"DEGF"
"3490","DEGI01000064.1_34","-","TIGR03625","TIGR03625",1.3e-85,283.2,5,1.5e-85,283,5,1,1,0,0,1,1,1,1,"DEGI"
"3504","DEGJ01000046.1_1","-","TIGR03625","TIGR03625",1.6e-85,282.8,7.9,1.8e-85,282.6,7.9,1,1,0,0,1,1,1,1,"DEGJ"
"3547","DEGR01000068.1_18","-","TIGR03625","TIGR03625",5e-89,294.5,4.9,5.7e-89,294.3,4.9,1,1,0,0,1,1,1,1,"DEGR"
"3561","DEGS01000012.1_39","-","TIGR03625","TIGR03625",5.1e-84,277.9,4.8,5.8e-84,277.7,4.8,1,1,0,0,1,1,1,1,"DEGS"
"3588","DEGX01000028.1_35","-","TIGR03625","TIGR03625",8.1e-74,244.9,8.4,3.3e-73,242.9,8.4,1.7,1,1,0,1,1,1,1,"DEGX"
"3616","DEHL01000034.1_44","-","TIGR03625","TIGR03625",1.7e-89,295.6,2.8,1.9e-89,295.5,2.8,1,1,0,0,1,1,1,1,"DEHL"
"3630","DEJH01000026.1_40","-","TIGR03625","TIGR03625",1.8e-70,233,6.7,2.1e-70,232.8,6.7,1.1,1,0,0,1,1,1,1,"DEJH"
"3645","DEKA01000052.1_16","-","TIGR03625","TIGR03625",5.2e-74,245,11.1,4.5e-73,241.9,11.1,1.9,1,1,0,1,1,1,1,"DEKA"
"3659","DEKB01000005.1_3","-","TIGR03625","TIGR03625",6.3e-81,267.9,0.5,7.1e-81,267.7,0.5,1,1,0,0,1,1,1,1,"DEKB"
"3674","DEKE01000033.1_3","-","TIGR03625","TIGR03625",1.5e-82,272.5,10,2e-82,272.1,10,1.1,1,0,0,1,1,1,1,"DEKE"
"3689","DEKH01000005.1_8","-","TIGR03625","TIGR03625",2.4e-82,272.5,9.9,3.1e-80,265.5,9.9,2,1,1,0,1,1,1,1,"DEKH"
"3726","DENA01000039.1_83","-","TIGR03625","TIGR03625",2.2e-88,292.6,4.1,2.4e-88,292.5,4.1,1,1,0,0,1,1,1,1,"DENA"
"3740","DENZ01000020.1_57","-","TIGR03625","TIGR03625",3.9e-82,272.6,14.8,4.4e-82,272.4,14.8,1,1,0,0,1,1,1,1,"DENZ"
"3775","DEPR01000050.1_31","-","TIGR03625","TIGR03625",3.7e-88,290.9,7.7,4.1e-88,290.8,7.7,1,1,0,0,1,1,1,1,"DEPR"
"3828","DEQF01000013.1_26","-","TIGR03625","TIGR03625",4.3e-84,277.8,7.9,4.8e-84,277.6,7.9,1,1,0,0,1,1,1,1,"DEQF"
"3851","DERS01000039.1_11","-","TIGR03625","TIGR03625",1.8e-89,295.6,2.8,2e-89,295.5,2.8,1,1,0,0,1,1,1,1,"DERS"
"3874","DERW01000042.1_14","-","TIGR03625","TIGR03625",1.4e-83,276.6,2.2,1.5e-83,276.5,2.2,1,1,0,0,1,1,1,1,"DERW"
"3888","DERX01000071.1_61","-","TIGR03625","TIGR03625",2.2e-89,295.3,5.6,2.5e-89,295.1,5.6,1,1,0,0,1,1,1,1,"DERX"
"3915","DESD01000023.1_12","-","TIGR03625","TIGR03625",1.7e-88,292.5,6.3,1.9e-88,292.4,6.3,1,1,0,0,1,1,1,1,"DESD"
"3929","DESK01000042.1_5","-","TIGR03625","TIGR03625",1.3e-88,293,5.7,1.5e-88,292.9,5.7,1,1,0,0,1,1,1,1,"DESK"
"3950","DESX01000011.1_14","-","TIGR03625","TIGR03625",1.8e-75,250.1,5.3,2.1e-75,249.9,5.3,1,1,0,0,1,1,1,1,"DESX"
"3991","DETN01000022.1_11","-","TIGR03625","TIGR03625",6.2e-82,271.4,16.3,1.7e-80,266.7,16.3,2,1,1,0,1,1,1,1,"DETN"
"4007","DETS01000125.1_2","-","TIGR03625","TIGR03625",6.3e-82,271.8,11.3,8.1e-80,264.9,11.3,2,1,1,0,1,1,1,1,"DETS"
"4024","DETV01000104.1_28","-","TIGR03625","TIGR03625",5.5e-90,297.9,6.9,6.1e-90,297.7,6.9,1,1,0,0,1,1,1,1,"DETV"
"4043","DEUB01000033.1_36","-","TIGR03625","TIGR03625",8.7e-83,274.6,12,2.3e-80,266.7,12,2,1,1,0,1,1,1,1,"DEUB"
"4064","DEWB01000095.1_29","-","TIGR03625","TIGR03625",2.2e-68,226.3,1.8,2.2e-68,226.3,1.8,1.9,2,0,0,2,2,1,1,"DEWB"
"4091","DEWF01000008.1_48","-","TIGR03625","TIGR03625",1.2e-78,259.6,7.5,1.4e-78,259.5,7.5,1,1,0,0,1,1,1,1,"DEWF"
"4105","DEWH01000005.1_93","-","TIGR03625","TIGR03625",4.5e-87,288,4.6,5.1e-87,287.9,4.6,1,1,0,0,1,1,1,1,"DEWH"
"4126","DEWK01000005.1_94","-","TIGR03625","TIGR03625",4.1e-86,284.6,5.6,4.6e-86,284.4,5.6,1,1,0,0,1,1,1,1,"DEWK"
"4140","DEWP01000003.1_3","-","TIGR03625","TIGR03625",7.7e-73,240.1,10.3,7.7e-73,240.1,10.3,1.7,2,0,0,2,2,1,1,"DEWP"
"4154","DEWQ01000011.1_188","-","TIGR03625","TIGR03625",3.7e-79,261.3,6.1,4.2e-79,261.1,6.1,1,1,0,0,1,1,1,1,"DEWQ"
"4175","DFAQ01000022.1_37","-","TIGR03625","TIGR03625",1.4e-88,292.5,3,1.6e-88,292.4,3,1,1,0,0,1,1,1,1,"DFAQ"
"4204","DFCS01000029.1_190","-","TIGR03625","TIGR03625",2.3e-87,290.2,7.2,2.6e-87,290.1,7.2,1,1,0,0,1,1,1,1,"DFCS"
"4220","DFDW01000013.1_70","-","TIGR03625","TIGR03625",9.7e-87,286.8,3.4,1.1e-86,286.6,3.4,1,1,0,0,1,1,1,1,"DFDW"
"4234","DFDZ01000049.1_19","-","TIGR03625","TIGR03625",8e-82,270.9,6,9.1e-82,270.7,6,1,1,0,0,1,1,1,1,"DFDZ"
"4248","DFEA01000004.1_43","-","TIGR03625","TIGR03625",2.1e-80,266.2,8.7,3.4e-58,193.7,4.2,2,1,1,1,2,2,1,1,"DFEA"
"4262","DFEC01000019.1_138","-","TIGR03625","TIGR03625",1.8e-87,289.3,5,2e-87,289.1,5,1,1,0,0,1,1,1,1,"DFEC"
"4287","DFEK01000008.1_169","-","TIGR03625","TIGR03625",3e-81,269,12.7,5.7e-79,261.5,12.7,2,1,1,0,1,1,1,1,"DFEK"
"4308","DFEW01000068.1_33","-","TIGR03625","TIGR03625",9.8e-88,289.8,2.3,1.1e-87,289.7,2.3,1,1,0,0,1,1,1,1,"DFEW"
"4337","DFEY01000002.1_67","-","TIGR03625","TIGR03625",1.7e-85,282.3,3.5,1.9e-85,282.1,3.5,1,1,0,0,1,1,1,1,"DFEY"
"4351","DFEZ01000001.1_32","-","TIGR03625","TIGR03625",5e-85,280.8,10.3,7e-85,280.3,10.3,1.2,1,0,0,1,1,1,1,"DFEZ"
"4366","DFFD01000035.1_8","-","TIGR03625","TIGR03625",2.5e-82,272.6,6.7,2.8e-82,272.5,6.7,1,1,0,0,1,1,1,1,"DFFD"
"4382","DFFH01000015.1_37","-","TIGR03625","TIGR03625",6.4e-78,258.2,6.9,7.2e-78,258,6.9,1,1,0,0,1,1,1,1,"DFFH"
"4396","DFFI01000175.1_3","-","TIGR03625","TIGR03625",7.7e-88,290.7,7,8.7e-88,290.5,7,1,1,0,0,1,1,1,1,"DFFI"
"4430","DFGA01000025.1_48","-","TIGR03625","TIGR03625",1.3e-81,270.5,11,1.2e-79,264.1,11,2,1,1,0,1,1,1,1,"DFGA"
"4454","DFGJ01000038.1_26","-","TIGR03625","TIGR03625",8.8e-78,256.8,1.9,5.3e-77,254.3,1.9,1.8,1,1,0,1,1,1,1,"DFGJ"
"4480","DFGQ01000019.1_66","-","TIGR03625","TIGR03625",2.2e-88,291.9,1.5,2.5e-88,291.7,1.5,1,1,0,0,1,1,1,1,"DFGQ"
"4546","DFHU01000057.1_49","-","TIGR03625","TIGR03625",1.8e-86,286.2,8.4,2e-86,286,8.4,1,1,0,0,1,1,1,1,"DFHU"
"4561","DFHY01000087.1_6","-","TIGR03625","TIGR03625",2.2e-85,282.5,2.3,2.5e-85,282.3,2.3,1,1,0,0,1,1,1,1,"DFHY"
"4575","DFHZ01000027.1_18","-","TIGR03625","TIGR03625",1.7e-89,295.6,5.9,1.9e-89,295.5,5.9,1,1,0,0,1,1,1,1,"DFHZ"
"4623","DFIO01000020.1_37","-","TIGR03625","TIGR03625",7.8e-88,289.7,3.6,8.8e-88,289.6,3.6,1,1,0,0,1,1,1,1,"DFIO"
"4638","DFIS01000007.1_41","-","TIGR03625","TIGR03625",4.8e-73,242.4,4.7,5.7e-73,242.1,4.7,1,1,0,0,1,1,1,1,"DFIS"
"4652","DFIU01000013.1_55","-","TIGR03625","TIGR03625",3.8e-86,284.9,3.2,4.3e-86,284.7,3.2,1,1,0,0,1,1,1,1,"DFIU"
"4666","DFIW01000020.1_34","-","TIGR03625","TIGR03625",3.9e-72,239.2,14.6,3.8e-71,236,14.6,1.9,1,1,0,1,1,1,1,"DFIW"
"4705","DFJF01000005.1_193","-","TIGR03625","TIGR03625",5.6e-91,300,8.8,6.3e-91,299.8,8.8,1,1,0,0,1,1,1,1,"DFJF"
"4721","DFJH01000007.1_98","-","TIGR03625","TIGR03625",2.1e-82,272.8,7.7,6.6e-82,271.2,7.7,1.6,1,1,0,1,1,1,1,"DFJH"
"4763","DFJX01000020.1_19","-","TIGR03625","TIGR03625",1.5e-79,263.3,8.5,1.7e-79,263.1,8.5,1,1,0,0,1,1,1,1,"DFJX"
"4777","DFKC01000023.1_107","-","TIGR03625","TIGR03625",2.2e-82,272.8,7.7,7e-82,271.2,7.7,1.6,1,1,0,1,1,1,1,"DFKC"
"4826","DFKT01000042.1_23","-","TIGR03625","TIGR03625",7.8e-80,264.1,11.6,6.3e-78,257.9,11.6,2,1,1,0,1,1,1,1,"DFKT"
"4840","DFKY01000001.1_67","-","TIGR03625","TIGR03625",2.3e-81,268.7,4.8,2.6e-81,268.5,4.8,1,1,0,0,1,1,1,1,"DFKY"
"4865","DFLF01000002.1_43","-","TIGR03625","TIGR03625",2.9e-82,272.5,7.3,9.1e-82,270.8,7.3,1.6,1,1,0,1,1,1,1,"DFLF"
"4896","DFMY01000025.1_166","-","TIGR03625","TIGR03625",1.2e-87,290.1,6,1.3e-87,290,6,1,1,0,0,1,1,1,1,"DFMY"
"4911","DFMZ01000095.1_43","-","TIGR03625","TIGR03625",1.3e-86,287.3,3.9,1.5e-86,287.1,3.9,1,1,0,0,1,1,1,1,"DFMZ"
"4925","DFNC01000039.1_5","-","TIGR03625","TIGR03625",6.9e-86,284.8,4.8,7.9e-86,284.6,4.8,1,1,0,0,1,1,1,1,"DFNC"
"4963","DFNG01000153.1_8","-","TIGR03625","TIGR03625",1e-91,303.6,5.3,1.1e-91,303.5,5.3,1,1,0,0,1,1,1,1,"DFNG"
"4977","DFNH01000003.1_2","-","TIGR03625","TIGR03625",1.9e-83,276.2,0.4,2.1e-83,276,0.4,1,1,0,0,1,1,1,1,"DFNH"
"4991","DFNJ01000031.1_79","-","TIGR03625","TIGR03625",4e-86,284.9,0.1,4.5e-86,284.7,0.1,1,1,0,0,1,1,1,1,"DFNJ"
"5017","DFNM01000230.1_2","-","TIGR03625","TIGR03625",1e-91,303.6,5.3,1.2e-91,303.5,5.3,1,1,0,0,1,1,1,1,"DFNM"
"5031","DFNN01000117.1_6","-","TIGR03625","TIGR03625",7.7e-84,277.2,4.3,9e-84,277,4.3,1,1,0,0,1,1,1,1,"DFNN"
"5059","DFOC01000014.1_44","-","TIGR03625","TIGR03625",9.1e-68,226.2,11,2e-47,159.8,3.4,2,1,1,1,2,2,1,1,"DFOC"
"5100","DFQM01000022.1_91","-","TIGR03625","TIGR03625",3.1e-86,285.7,6.7,3.4e-86,285.5,6.7,1,1,0,0,1,1,1,1,"DFQM"
"5114","DFRY01000020.1_32","-","TIGR03625","TIGR03625",1.6e-86,286.8,4.9,1.8e-86,286.6,4.9,1,1,0,0,1,1,1,1,"DFRY"
"5129","DFTA01000090.1_48","-","TIGR03625","TIGR03625",2.1e-88,291.9,1.5,2.3e-88,291.7,1.5,1,1,0,0,1,1,1,1,"DFTA"
"5157","DFWH01000001.1_68","-","TIGR03625","TIGR03625",1.1e-86,287.2,8.8,1.2e-86,287,8.8,1,1,0,0,1,1,1,1,"DFWH"
